slug,title,author,language,genre_category,length_bucket,word_count,reading_minutes,public_domain_rights_status,rights_tier,reader_status,audiobook_status,cover_status,current_production_status,audiobook_naturalness_status,asr_source_status,sync_tier,audio_provider,known_blockers,marketing_hook,target_audience,estimated_audiobook_cost_usd,release_confidence,weighted_launch_fitness
the-open-window,The Open Window,Saki,eng,literary-fiction,short,1219,5,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.1463,0.9,8.53
the-selfish-giant,The Selfish Giant,Oscar Wilde,eng,young-readers,short,1678,7,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Accessible emotional classic with student/family appeal.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.2014,0.9,8.53
the-tell-tale-heart,The Tell-Tale Heart,Edgar Allan Poe,eng,gothic-fiction,short,2155,9,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.2586,0.9,8.53
a-retrieved-reformation,A Retrieved Reformation,O. Henry,eng,adventure,short,2821,12,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3385,0.9,8.1
tobermory,Tobermory,Saki,eng,adventure,short,2723,11,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3268,0.9,8.1
a-horseman-in-the-sky,A Horseman in the Sky,Ambrose Bierce,eng,history-strategy,short,2574,11,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,"Land, power, and memory with strong Bengali cultural resonance.","Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3089,0.9,8.05
rikki-tikki-tavi,Rikki-Tikki-Tavi,Rudyard Kipling,eng,literary-fiction,short,2909,12,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3491,0.9,8.05
the-bet,The Bet,Anton Chekhov,eng,literary-fiction,short,2720,11,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3264,0.9,8.05
the-necklace,The Necklace,Guy de Maupassant,eng,literary-fiction,short,2847,12,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3416,0.9,8.05
the-student,The Student,Anton Chekhov,eng,literary-fiction,short,1498,6,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.1798,0.9,8.05
a-scandal-in-bohemia,A Scandal in Bohemia,Arthur Conan Doyle,eng,gothic-fiction,medium,8580,36,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",1.0296,0.83,7.08
berenice,Berenice,Edgar Allan Poe,eng,gothic-fiction,medium,3211,13,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.3853,0.83,7.08
markheim,Markheim,Robert Louis Stevenson,eng,gothic-fiction,medium,6745,28,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.8094,0.83,7.08
the-adventure-of-the-copper-beeches,The Adventure of the Copper Beeches,Arthur Conan Doyle,eng,gothic-fiction,medium,10007,42,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",1.2008,0.83,7.08
the-adventure-of-the-engineers-thumb,The Adventure of the Engineer's Thumb,Arthur Conan Doyle,eng,gothic-fiction,medium,8328,35,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.9994,0.83,7.08
the-adventure-of-the-solitary-cyclist,The Adventure of the Solitary Cyclist,Arthur Conan Doyle,eng,gothic-fiction,medium,7904,33,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.9485,0.83,7.08
the-canterville-ghost,The Canterville Ghost,Oscar Wilde,eng,gothic-fiction,medium,11282,48,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",1.3538,0.83,7.08
the-fall-of-the-house-of-usher,The Fall of the House of Usher,Edgar Allan Poe,eng,gothic-fiction,medium,7182,30,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.8618,0.83,7.08
the-five-orange-pips,The Five Orange Pips,Arthur Conan Doyle,eng,literary-fiction,medium,7342,31,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.881,0.83,7.08
the-happy-prince,The Happy Prince,Oscar Wilde,eng,young-readers,medium,5864,25,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Accessible emotional classic with student/family appeal.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.7037,0.83,7.08
the-man-with-the-twisted-lip,The Man with the Twisted Lip,Arthur Conan Doyle,eng,literary-fiction,medium,9268,39,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.1122,0.83,7.08
the-pit-and-the-pendulum,The Pit and the Pendulum,Edgar Allan Poe,eng,gothic-fiction,medium,6150,26,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.738,0.83,7.08
the-purloined-letter,The Purloined Letter,Edgar Allan Poe,eng,literary-fiction,medium,7062,30,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.8474,0.83,7.08
the-ransom-of-red-chief,The Ransom of Red Chief,O. Henry,eng,literary-fiction,medium,4262,18,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.5114,0.83,7.08
the-red-headed-league,The Red-Headed League,Arthur Conan Doyle,eng,literary-fiction,medium,9178,39,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.1014,0.83,7.08
the-speckled-band,The Speckled Band,Arthur Conan Doyle,eng,literary-fiction,medium,9867,41,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.184,0.83,7.08
the-stolen-white-elephant,The Stolen White Elephant,Mark Twain,eng,literary-fiction,medium,6821,29,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.8185,0.83,7.08
hungry-stones,Kshudhita Pashan / The Hungry Stones,Rabindranath Tagore,eng,classic-literature,medium,4793,20,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.5752,0.83,6.65
the-adventure-of-charles-augustus-milverton,The Adventure of Charles Augustus Milverton,Arthur Conan Doyle,eng,adventure,medium,6618,28,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.7942,0.83,6.65
the-adventure-of-the-abbey-grange,The Adventure of the Abbey Grange,Arthur Conan Doyle,eng,adventure,medium,9233,39,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.108,0.83,6.65
the-adventure-of-the-beryl-coronet,The Adventure of the Beryl Coronet,Arthur Conan Doyle,eng,adventure,medium,9714,41,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.1657,0.83,6.65
the-adventure-of-the-blue-carbuncle,The Adventure of the Blue Carbuncle,Arthur Conan Doyle,eng,adventure,medium,7894,33,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.9473,0.83,6.65
the-adventure-of-the-dancing-men,The Adventure of the Dancing Men,Arthur Conan Doyle,eng,adventure,medium,9716,41,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.1659,0.83,6.65
the-adventure-of-the-empty-house,The Adventure of the Empty House,Arthur Conan Doyle,eng,adventure,medium,8755,37,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.0506,0.83,6.65
the-adventure-of-the-final-problem,The Adventure of the Final Problem,Arthur Conan Doyle,eng,adventure,medium,7180,30,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.8616,0.83,6.65
the-adventure-of-the-greek-interpreter,The Adventure of the Greek Interpreter,Arthur Conan Doyle,eng,adventure,medium,7059,30,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.8471,0.83,6.65
the-adventure-of-the-noble-bachelor,The Adventure of the Noble Bachelor,Arthur Conan Doyle,eng,adventure,medium,8175,34,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.981,0.83,6.65
the-adventure-of-the-priory-school,The Adventure of the Priory School,Arthur Conan Doyle,eng,adventure,medium,11551,49,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.3861,0.83,6.65
the-adventure-of-the-second-stain,The Adventure of the Second Stain,Arthur Conan Doyle,eng,adventure,medium,9738,41,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.1686,0.83,6.65
a-jury-of-her-peers,A Jury of Her Peers,Susan Glaspell,eng,literary-fiction,medium,8217,35,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.986,0.83,6.6
a-mystery-of-heroism,A Mystery of Heroism,Stephen Crane,eng,gothic-fiction,medium,3413,14,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.4096,0.83,6.6
a-wagner-matinee,A Wagner Matinee,Willa Cather,eng,literary-fiction,medium,3319,14,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3983,0.83,6.6
a-white-heron,A White Heron,Sarah Orne Jewett,eng,literary-fiction,medium,4319,18,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.5183,0.83,6.6
an-occurrence-at-owl-creek-bridge,An Occurrence at Owl Creek Bridge,Ambrose Bierce,eng,history-strategy,medium,3776,16,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,"Land, power, and memory with strong Bengali cultural resonance.","Classic short-story readers, students, quote-card audiences, premium reader prospects",0.4531,0.83,6.6
feathertop,Feathertop,Nathaniel Hawthorne,eng,literary-fiction,medium,7844,33,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.9413,0.83,6.6
pauls-case,Paul's Case,Willa Cather,eng,literary-fiction,medium,8574,36,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.0289,0.83,6.6
rappaccinis-daughter,Rappaccini's Daughter,Nathaniel Hawthorne,eng,gothic-fiction,medium,11465,48,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",1.3758,0.83,6.6
rip-van-winkle,Rip Van Winkle,Washington Irving,eng,literary-fiction,medium,6906,29,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.8287,0.83,6.6
the-ambitious-guest,The Ambitious Guest,Nathaniel Hawthorne,eng,literary-fiction,medium,3285,14,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3942,0.83,6.6
the-bishop,The Bishop,Anton Chekhov,eng,literary-fiction,medium,6321,27,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.7585,0.83,6.6
the-darling,The Darling,Anton Chekhov,eng,literary-fiction,medium,4931,21,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.5917,0.83,6.6
the-lady-with-the-dog,The Lady with the Dog,Anton Chekhov,eng,literary-fiction,medium,6628,28,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.7954,0.83,6.6
the-man-in-a-case,The Man in a Case,Anton Chekhov,eng,literary-fiction,medium,5335,22,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.6402,0.83,6.6
the-ministers-black-veil,The Minister's Black Veil,Nathaniel Hawthorne,eng,gothic-fiction,medium,5193,22,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.6232,0.83,6.6
the-monkeys-paw,The Monkey's Paw,W.W. Jacobs,eng,gothic-fiction,medium,4033,17,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.484,0.83,6.6
the-most-dangerous-game,The Most Dangerous Game,Richard Connell,eng,literary-fiction,medium,8196,34,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.9835,0.83,6.6
the-outcasts-of-poker-flat,The Outcasts of Poker Flat,Bret Harte,eng,literary-fiction,medium,4090,17,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.4908,0.83,6.6
the-withered-arm,The Withered Arm,Thomas Hardy,eng,gothic-fiction,medium,10749,45,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",1.2899,0.83,6.6
the-yellow-wallpaper,The Yellow Wallpaper,Charlotte Perkins Gilman,eng,gothic-fiction,medium,6225,26,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.747,0.83,6.6
young-goodman-brown,Young Goodman Brown,Nathaniel Hawthorne,eng,literary-fiction,medium,5264,22,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.6317,0.83,6.6
love-of-life,Love of Life,Jack London,eng,adventure,medium,8161,34,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.9793,0.83,6.18
the-country-of-the-blind,The Country of the Blind,H.G. Wells,eng,science-fiction,medium,9570,40,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.1484,0.83,6.18
the-door-in-the-wall,The Door in the Wall,H.G. Wells,eng,science-fiction,medium,6750,28,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.81,0.83,6.18
the-luck-of-roaring-camp,The Luck of Roaring Camp,Bret Harte,eng,adventure,medium,4188,18,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.5026,0.83,6.18
to-build-a-fire,To Build a Fire,Jack London,eng,adventure,medium,7116,30,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.8539,0.83,6.18
dracula,Dracula,Bram Stoker,eng,gothic-fiction,long,162607,685,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",19.5128,0.75,5.97
frankenstein,Frankenstein,Mary Wollstonecraft Shelley,eng,gothic-fiction,long,75103,316,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",9.0124,0.75,5.97
the-adventures-of-sherlock-holmes,The Adventures of Sherlock Holmes,Arthur Conan Doyle,eng,literary-fiction,long,105116,442,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",12.6139,0.75,5.97
